,,,LLEGADA_RELOJ,,,FIN_CONTROL_RELOJ,,,,,,,RESULTADO_DE_CONTROL,,EMPLEADO_1,,EMPLEADO_2,,EMPLEADO_3,,,,,,,Reloj_0,,Reloj_1,,Reloj_2,,Reloj_3,,Reloj_4,,Reloj_5,,Reloj_6,,Reloj_7,,Reloj_8,,Reloj_9,,Reloj_10,,Reloj_11,,Reloj_12,,Reloj_13,,Reloj_14,,Reloj_15,,Reloj_16,,Reloj_17,,Reloj_18,,Reloj_19,,Reloj_20,,Reloj_21,,Reloj_22,,Reloj_23,,Reloj_24,,Reloj_25,,Reloj_26,,Reloj_27,,Reloj_28,,Reloj_29,,Reloj_30,,Reloj_31,,Reloj_32,,Reloj_33,,Reloj_34,,Reloj_35,,Reloj_36,,Reloj_37,,Reloj_38,,Reloj_39,,Reloj_40,,Reloj_41,,Reloj_42,,Reloj_43,,Reloj_44,,Reloj_45,,Reloj_46,,Reloj_47,,Reloj_48,,Reloj_49,,Reloj_50,,Reloj_51,,Reloj_52,,Reloj_53,,Reloj_54,,Reloj_55,,Reloj_56,,Reloj_57,,Reloj_58,,Reloj_59,,Reloj_60,,Reloj_61,,Reloj_62,,Reloj_63,,Reloj_64,,Reloj_65,,Reloj_66,,Reloj_67,,Reloj_68,,Reloj_69,,Reloj_70,
52,LlegadaReloj,24.69,0.94,1.68,26.37,0.91,0.48,3.49,4.96,4.53,6.28,5.25,,,Ocupado,24.37,Ocupado,23.84,Ocupado,23.82,20,216.66002339601513,37,14,123.14,Fallado,0.08,OK,0.61,OK,0.64,OK,0.92,OK,2.01,Fallado,3.8,Fallado,5.18,OK,6.69,OK,7.03,OK,7.1,Fallado,8.05,OK,9.37,OK,9.83,Siendo_Controlado_Emp3,11.42,OK,11.81,Siendo_Controlado_Emp1,12.31,Siendo_Controlado_Emp2,12.41,En_Cola,12.64,En_Cola,13.6,En_Cola,13.91,En_Cola,14.33,En_Cola,14.58,En_Cola,16.09,En_Cola,16.1,En_Cola,16.29,En_Cola,17.66,En_Cola,18.1,En_Cola,18.64,En_Cola,19.4,En_Cola,19.63,En_Cola,20.13,En_Cola,20.59,En_Cola,20.65,En_Cola,20.97,En_Cola,23.31,En_Cola,24.16,En_Cola,24.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,FinControlReloj_14,24.93,,,26.37,0.91,0.48,3.49,4.96,4.53,6.28,5.25,0.4,OK,Ocupado,24.6,Ocupado,24.07,Ocupado,24.05,19,221.46001271486278,37,15,136.65,Fallado,0.08,OK,0.61,OK,0.64,OK,0.92,OK,2.01,Fallado,3.8,Fallado,5.18,OK,6.69,OK,7.03,OK,7.1,Fallado,8.05,OK,9.37,OK,9.83,OK,11.42,OK,11.81,Siendo_Controlado_Emp1,12.31,Siendo_Controlado_Emp2,12.41,Siendo_Controlado_Emp3,12.64,En_Cola,13.6,En_Cola,13.91,En_Cola,14.33,En_Cola,14.58,En_Cola,16.09,En_Cola,16.1,En_Cola,16.29,En_Cola,17.66,En_Cola,18.1,En_Cola,18.64,En_Cola,19.4,En_Cola,19.63,En_Cola,20.13,En_Cola,20.59,En_Cola,20.65,En_Cola,20.97,En_Cola,23.31,En_Cola,24.16,En_Cola,24.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,LlegadaReloj,26.37,0.48,0.39,26.76,0.91,0.48,3.49,4.96,4.53,6.28,5.25,,,Ocupado,26.03,Ocupado,25.5,Ocupado,25.48,20,248.82000691652297,38,15,136.65,Fallado,0.08,OK,0.61,OK,0.64,OK,0.92,OK,2.01,Fallado,3.8,Fallado,5.18,OK,6.69,OK,7.03,OK,7.1,Fallado,8.05,OK,9.37,OK,9.83,OK,11.42,OK,11.81,Siendo_Controlado_Emp1,12.31,Siendo_Controlado_Emp2,12.41,Siendo_Controlado_Emp3,12.64,En_Cola,13.6,En_Cola,13.91,En_Cola,14.33,En_Cola,14.58,En_Cola,16.09,En_Cola,16.1,En_Cola,16.29,En_Cola,17.66,En_Cola,18.1,En_Cola,18.64,En_Cola,19.4,En_Cola,19.63,En_Cola,20.13,En_Cola,20.59,En_Cola,20.65,En_Cola,20.97,En_Cola,23.31,En_Cola,24.16,En_Cola,24.69,En_Cola,26.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,LlegadaReloj,26.76,0.39,0.29,27.05,0.91,0.48,3.49,4.96,4.53,6.28,5.25,,,Ocupado,26.41,Ocupado,25.88,Ocupado,25.86,21,256.61999013185505,39,15,136.65,Fallado,0.08,OK,0.61,OK,0.64,OK,0.92,OK,2.01,Fallado,3.8,Fallado,5.18,OK,6.69,OK,7.03,OK,7.1,Fallado,8.05,OK,9.37,OK,9.83,OK,11.42,OK,11.81,Siendo_Controlado_Emp1,12.31,Siendo_Controlado_Emp2,12.41,Siendo_Controlado_Emp3,12.64,En_Cola,13.6,En_Cola,13.91,En_Cola,14.33,En_Cola,14.58,En_Cola,16.09,En_Cola,16.1,En_Cola,16.29,En_Cola,17.66,En_Cola,18.1,En_Cola,18.64,En_Cola,19.4,En_Cola,19.63,En_Cola,20.13,En_Cola,20.59,En_Cola,20.65,En_Cola,20.97,En_Cola,23.31,En_Cola,24.16,En_Cola,24.69,En_Cola,26.37,En_Cola,26.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,LlegadaReloj,27.05,0.87,1.22,28.27,0.91,0.48,3.49,4.96,4.53,6.28,5.25,,,Ocupado,26.69,Ocupado,26.16,Ocupado,26.14,22,262.7099853253365,40,15,136.65,Fallado,0.08,OK,0.61,OK,0.64,OK,0.92,OK,2.01,Fallado,3.8,Fallado,5.18,OK,6.69,OK,7.03,OK,7.1,Fallado,8.05,OK,9.37,OK,9.83,OK,11.42,OK,11.81,Siendo_Controlado_Emp1,12.31,Siendo_Controlado_Emp2,12.41,Siendo_Controlado_Emp3,12.64,En_Cola,13.6,En_Cola,13.91,En_Cola,14.33,En_Cola,14.58,En_Cola,16.09,En_Cola,16.1,En_Cola,16.29,En_Cola,17.66,En_Cola,18.1,En_Cola,18.64,En_Cola,19.4,En_Cola,19.63,En_Cola,20.13,En_Cola,20.59,En_Cola,20.65,En_Cola,20.97,En_Cola,23.31,En_Cola,24.16,En_Cola,24.69,En_Cola,26.37,En_Cola,26.76,En_Cola,27.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,FinControlReloj_16,27.82,,,28.27,0.12,0.77,4.83,4.49,4.53,6.28,5.25,0.44,OK,Ocupado,27.46,Ocupado,26.93,Ocupado,26.91,21,279.6500021100045,40,16,152.16,Fallado,0.08,OK,0.61,OK,0.64,OK,0.92,OK,2.01,Fallado,3.8,Fallado,5.18,OK,6.69,OK,7.03,OK,7.1,Fallado,8.05,OK,9.37,OK,9.83,OK,11.42,OK,11.81,OK,12.31,Siendo_Controlado_Emp2,12.41,Siendo_Controlado_Emp3,12.64,Siendo_Controlado_Emp1,13.6,En_Cola,13.91,En_Cola,14.33,En_Cola,14.58,En_Cola,16.09,En_Cola,16.1,En_Cola,16.29,En_Cola,17.66,En_Cola,18.1,En_Cola,18.64,En_Cola,19.4,En_Cola,19.63,En_Cola,20.13,En_Cola,20.59,En_Cola,20.65,En_Cola,20.97,En_Cola,23.31,En_Cola,24.16,En_Cola,24.69,En_Cola,26.37,En_Cola,26.76,En_Cola,27.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,FinControlReloj_17,28.09,,,28.27,0.12,0.77,4.83,4.49,4.53,6.28,5.25,0.69,Fallado,Ocupado,27.73,Ocupado,27.2,Ocupado,27.18,20,285.3200085186959,40,17,167.84,Fallado,0.08,OK,0.61,OK,0.64,OK,0.92,OK,2.01,Fallado,3.8,Fallado,5.18,OK,6.69,OK,7.03,OK,7.1,Fallado,8.05,OK,9.37,OK,9.83,OK,11.42,OK,11.81,OK,12.31,Fallado,12.41,Siendo_Controlado_Emp3,12.64,Siendo_Controlado_Emp1,13.6,Siendo_Controlado_Emp2,13.91,En_Cola,14.33,En_Cola,14.58,En_Cola,16.09,En_Cola,16.1,En_Cola,16.29,En_Cola,17.66,En_Cola,18.1,En_Cola,18.64,En_Cola,19.4,En_Cola,19.63,En_Cola,20.13,En_Cola,20.59,En_Cola,20.65,En_Cola,20.97,En_Cola,23.31,En_Cola,24.16,En_Cola,24.69,En_Cola,26.37,En_Cola,26.76,En_Cola,27.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,LlegadaReloj,28.27,0.72,0.76,29.03,0.12,0.77,4.83,4.49,4.53,6.28,5.25,,,Ocupado,27.9,Ocupado,27.37,Ocupado,27.35,21,288.92000546693805,41,17,167.84,Fallado,0.08,OK,0.61,OK,0.64,OK,0.92,OK,2.01,Fallado,3.8,Fallado,5.18,OK,6.69,OK,7.03,OK,7.1,Fallado,8.05,OK,9.37,OK,9.83,OK,11.42,OK,11.81,OK,12.31,Fallado,12.41,Siendo_Controlado_Emp3,12.64,Siendo_Controlado_Emp1,13.6,Siendo_Controlado_Emp2,13.91,En_Cola,14.33,En_Cola,14.58,En_Cola,16.09,En_Cola,16.1,En_Cola,16.29,En_Cola,17.66,En_Cola,18.1,En_Cola,18.64,En_Cola,19.4,En_Cola,19.63,En_Cola,20.13,En_Cola,20.59,En_Cola,20.65,En_Cola,20.97,En_Cola,23.31,En_Cola,24.16,En_Cola,24.69,En_Cola,26.37,En_Cola,26.76,En_Cola,27.05,En_Cola,28.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,LlegadaReloj,29.03,0.7,0.72,29.75,0.12,0.77,4.83,4.49,4.53,6.28,5.25,,,Ocupado,28.65,Ocupado,28.12,Ocupado,28.1,22,304.87999585390094,42,17,167.84,Fallado,0.08,OK,0.61,OK,0.64,OK,0.92,OK,2.01,Fallado,3.8,Fallado,5.18,OK,6.69,OK,7.03,OK,7.1,Fallado,8.05,OK,9.37,OK,9.83,OK,11.42,OK,11.81,OK,12.31,Fallado,12.41,Siendo_Controlado_Emp3,12.64,Siendo_Controlado_Emp1,13.6,Siendo_Controlado_Emp2,13.91,En_Cola,14.33,En_Cola,14.58,En_Cola,16.09,En_Cola,16.1,En_Cola,16.29,En_Cola,17.66,En_Cola,18.1,En_Cola,18.64,En_Cola,19.4,En_Cola,19.63,En_Cola,20.13,En_Cola,20.59,En_Cola,20.65,En_Cola,20.97,En_Cola,23.31,En_Cola,24.16,En_Cola,24.69,En_Cola,26.37,En_Cola,26.76,En_Cola,27.05,En_Cola,28.27,En_Cola,29.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,LlegadaReloj,29.75,0.18,0.11,29.86,0.12,0.77,4.83,4.49,4.53,6.28,5.25,,,Ocupado,29.36,Ocupado,28.83,Ocupado,28.81,23,320.71998074769976,43,17,167.84,Fallado,0.08,OK,0.61,OK,0.64,OK,0.92,OK,2.01,Fallado,3.8,Fallado,5.18,OK,6.69,OK,7.03,OK,7.1,Fallado,8.05,OK,9.37,OK,9.83,OK,11.42,OK,11.81,OK,12.31,Fallado,12.41,Siendo_Controlado_Emp3,12.64,Siendo_Controlado_Emp1,13.6,Siendo_Controlado_Emp2,13.91,En_Cola,14.33,En_Cola,14.58,En_Cola,16.09,En_Cola,16.1,En_Cola,16.29,En_Cola,17.66,En_Cola,18.1,En_Cola,18.64,En_Cola,19.4,En_Cola,19.63,En_Cola,20.13,En_Cola,20.59,En_Cola,20.65,En_Cola,20.97,En_Cola,23.31,En_Cola,24.16,En_Cola,24.69,En_Cola,26.37,En_Cola,26.76,En_Cola,27.05,En_Cola,28.27,En_Cola,29.03,En_Cola,29.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,LlegadaReloj,29.86,0.82,1.02,30.88,0.12,0.77,4.83,4.49,4.53,6.28,5.25,,,Ocupado,29.46,Ocupado,28.93,Ocupado,28.91,24,323.24998074769974,44,17,167.84,Fallado,0.08,OK,0.61,OK,0.64,OK,0.92,OK,2.01,Fallado,3.8,Fallado,5.18,OK,6.69,OK,7.03,OK,7.1,Fallado,8.05,OK,9.37,OK,9.83,OK,11.42,OK,11.81,OK,12.31,Fallado,12.41,Siendo_Controlado_Emp3,12.64,Siendo_Controlado_Emp1,13.6,Siendo_Controlado_Emp2,13.91,En_Cola,14.33,En_Cola,14.58,En_Cola,16.09,En_Cola,16.1,En_Cola,16.29,En_Cola,17.66,En_Cola,18.1,En_Cola,18.64,En_Cola,19.4,En_Cola,19.63,En_Cola,20.13,En_Cola,20.59,En_Cola,20.65,En_Cola,20.97,En_Cola,23.31,En_Cola,24.16,En_Cola,24.69,En_Cola,26.37,En_Cola,26.76,En_Cola,27.05,En_Cola,28.27,En_Cola,29.03,En_Cola,29.75,En_Cola,29.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,FinControlReloj_18,29.89,,,30.88,0.82,0.68,4.32,3.79,4.53,6.28,5.25,0.05,OK,Ocupado,29.48,Ocupado,28.95,Ocupado,28.93,23,323.96996609926225,44,18,185.09,Fallado,0.08,OK,0.61,OK,0.64,OK,0.92,OK,2.01,Fallado,3.8,Fallado,5.18,OK,6.69,OK,7.03,OK,7.1,Fallado,8.05,OK,9.37,OK,9.83,OK,11.42,OK,11.81,OK,12.31,Fallado,12.41,OK,12.64,Siendo_Controlado_Emp1,13.6,Siendo_Controlado_Emp2,13.91,Siendo_Controlado_Emp3,14.33,En_Cola,14.58,En_Cola,16.09,En_Cola,16.1,En_Cola,16.29,En_Cola,17.66,En_Cola,18.1,En_Cola,18.64,En_Cola,19.4,En_Cola,19.63,En_Cola,20.13,En_Cola,20.59,En_Cola,20.65,En_Cola,20.97,En_Cola,23.31,En_Cola,24.16,En_Cola,24.69,En_Cola,26.37,En_Cola,26.76,En_Cola,27.05,En_Cola,28.27,En_Cola,29.03,En_Cola,29.75,En_Cola,29.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,LlegadaReloj,30.88,0.56,0.49,31.36,0.82,0.68,4.32,3.79,4.53,6.28,5.25,,,Ocupado,30.47,Ocupado,29.94,Ocupado,29.92,24,346.73998013734814,45,18,185.09,Fallado,0.08,OK,0.61,OK,0.64,OK,0.92,OK,2.01,Fallado,3.8,Fallado,5.18,OK,6.69,OK,7.03,OK,7.1,Fallado,8.05,OK,9.37,OK,9.83,OK,11.42,OK,11.81,OK,12.31,Fallado,12.41,OK,12.64,Siendo_Controlado_Emp1,13.6,Siendo_Controlado_Emp2,13.91,Siendo_Controlado_Emp3,14.33,En_Cola,14.58,En_Cola,16.09,En_Cola,16.1,En_Cola,16.29,En_Cola,17.66,En_Cola,18.1,En_Cola,18.64,En_Cola,19.4,En_Cola,19.63,En_Cola,20.13,En_Cola,20.59,En_Cola,20.65,En_Cola,20.97,En_Cola,23.31,En_Cola,24.16,En_Cola,24.69,En_Cola,26.37,En_Cola,26.76,En_Cola,27.05,En_Cola,28.27,En_Cola,29.03,En_Cola,29.75,En_Cola,29.86,En_Cola,30.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,LlegadaReloj,31.36,0.91,1.44,32.79,0.82,0.68,4.32,3.79,4.53,6.28,5.25,,,Ocupado,30.95,Ocupado,30.42,Ocupado,30.4,25,358.2600002789497,46,18,185.09,Fallado,0.08,OK,0.61,OK,0.64,OK,0.92,OK,2.01,Fallado,3.8,Fallado,5.18,OK,6.69,OK,7.03,OK,7.1,Fallado,8.05,OK,9.37,OK,9.83,OK,11.42,OK,11.81,OK,12.31,Fallado,12.41,OK,12.64,Siendo_Controlado_Emp1,13.6,Siendo_Controlado_Emp2,13.91,Siendo_Controlado_Emp3,14.33,En_Cola,14.58,En_Cola,16.09,En_Cola,16.1,En_Cola,16.29,En_Cola,17.66,En_Cola,18.1,En_Cola,18.64,En_Cola,19.4,En_Cola,19.63,En_Cola,20.13,En_Cola,20.59,En_Cola,20.65,En_Cola,20.97,En_Cola,23.31,En_Cola,24.16,En_Cola,24.69,En_Cola,26.37,En_Cola,26.76,En_Cola,27.05,En_Cola,28.27,En_Cola,29.03,En_Cola,29.75,En_Cola,29.86,En_Cola,30.88,En_Cola,31.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,FinControlReloj_20,32.58,,,32.79,0.82,0.68,4.32,3.79,4.53,6.28,5.25,0.43,OK,Ocupado,32.16,Ocupado,31.63,Ocupado,31.61,24,388.75998502016057,46,19,203.76,Fallado,0.08,OK,0.61,OK,0.64,OK,0.92,OK,2.01,Fallado,3.8,Fallado,5.18,OK,6.69,OK,7.03,OK,7.1,Fallado,8.05,OK,9.37,OK,9.83,OK,11.42,OK,11.81,OK,12.31,Fallado,12.41,OK,12.64,Siendo_Controlado_Emp1,13.6,OK,13.91,Siendo_Controlado_Emp3,14.33,Siendo_Controlado_Emp2,14.58,En_Cola,16.09,En_Cola,16.1,En_Cola,16.29,En_Cola,17.66,En_Cola,18.1,En_Cola,18.64,En_Cola,19.4,En_Cola,19.63,En_Cola,20.13,En_Cola,20.59,En_Cola,20.65,En_Cola,20.97,En_Cola,23.31,En_Cola,24.16,En_Cola,24.69,En_Cola,26.37,En_Cola,26.76,En_Cola,27.05,En_Cola,28.27,En_Cola,29.03,En_Cola,29.75,En_Cola,29.86,En_Cola,30.88,En_Cola,31.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,FinControlReloj_19,32.65,,,32.79,0.91,0.06,6.02,5.28,4.53,6.28,5.25,0.75,Fallado,Ocupado,32.22,Ocupado,31.69,Ocupado,31.67,23,390.43994107484804,46,20,222.81,Fallado,0.08,OK,0.61,OK,0.64,OK,0.92,OK,2.01,Fallado,3.8,Fallado,5.18,OK,6.69,OK,7.03,OK,7.1,Fallado,8.05,OK,9.37,OK,9.83,OK,11.42,OK,11.81,OK,12.31,Fallado,12.41,OK,12.64,Fallado,13.6,OK,13.91,Siendo_Controlado_Emp3,14.33,Siendo_Controlado_Emp2,14.58,Siendo_Controlado_Emp1,16.09,En_Cola,16.1,En_Cola,16.29,En_Cola,17.66,En_Cola,18.1,En_Cola,18.64,En_Cola,19.4,En_Cola,19.63,En_Cola,20.13,En_Cola,20.59,En_Cola,20.65,En_Cola,20.97,En_Cola,23.31,En_Cola,24.16,En_Cola,24.69,En_Cola,26.37,En_Cola,26.76,En_Cola,27.05,En_Cola,28.27,En_Cola,29.03,En_Cola,29.75,En_Cola,29.86,En_Cola,30.88,En_Cola,31.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,LlegadaReloj,32.79,0.11,0.06,32.85,0.91,0.06,6.02,5.28,4.53,6.28,5.25,,,Ocupado,32.35,Ocupado,31.82,Ocupado,31.8,24,393.65990597963315,47,20,222.81,Fallado,0.08,OK,0.61,OK,0.64,OK,0.92,OK,2.01,Fallado,3.8,Fallado,5.18,OK,6.69,OK,7.03,OK,7.1,Fallado,8.05,OK,9.37,OK,9.83,OK,11.42,OK,11.81,OK,12.31,Fallado,12.41,OK,12.64,Fallado,13.6,OK,13.91,Siendo_Controlado_Emp3,14.33,Siendo_Controlado_Emp2,14.58,Siendo_Controlado_Emp1,16.09,En_Cola,16.1,En_Cola,16.29,En_Cola,17.66,En_Cola,18.1,En_Cola,18.64,En_Cola,19.4,En_Cola,19.63,En_Cola,20.13,En_Cola,20.59,En_Cola,20.65,En_Cola,20.97,En_Cola,23.31,En_Cola,24.16,En_Cola,24.69,En_Cola,26.37,En_Cola,26.76,En_Cola,27.05,En_Cola,28.27,En_Cola,29.03,En_Cola,29.75,En_Cola,29.86,En_Cola,30.88,En_Cola,31.36,En_Cola,32.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,LlegadaReloj,32.85,0.04,0.02,32.87,0.91,0.06,6.02,5.28,4.53,6.28,5.25,,,Ocupado,32.4,Ocupado,31.87,Ocupado,31.85,25,395.09988400697694,48,20,222.81,Fallado,0.08,OK,0.61,OK,0.64,OK,0.92,OK,2.01,Fallado,3.8,Fallado,5.18,OK,6.69,OK,7.03,OK,7.1,Fallado,8.05,OK,9.37,OK,9.83,OK,11.42,OK,11.81,OK,12.31,Fallado,12.41,OK,12.64,Fallado,13.6,OK,13.91,Siendo_Controlado_Emp3,14.33,Siendo_Controlado_Emp2,14.58,Siendo_Controlado_Emp1,16.09,En_Cola,16.1,En_Cola,16.29,En_Cola,17.66,En_Cola,18.1,En_Cola,18.64,En_Cola,19.4,En_Cola,19.63,En_Cola,20.13,En_Cola,20.59,En_Cola,20.65,En_Cola,20.97,En_Cola,23.31,En_Cola,24.16,En_Cola,24.69,En_Cola,26.37,En_Cola,26.76,En_Cola,27.05,En_Cola,28.27,En_Cola,29.03,En_Cola,29.75,En_Cola,29.86,En_Cola,30.88,En_Cola,31.36,En_Cola,32.79,En_Cola,32.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,LlegadaReloj,32.87,0.76,0.85,33.72,0.91,0.06,6.02,5.28,4.53,6.28,5.25,,,Ocupado,32.42,Ocupado,31.89,Ocupado,31.87,26,395.59992215394954,49,20,222.81,Fallado,0.08,OK,0.61,OK,0.64,OK,0.92,OK,2.01,Fallado,3.8,Fallado,5.18,OK,6.69,OK,7.03,OK,7.1,Fallado,8.05,OK,9.37,OK,9.83,OK,11.42,OK,11.81,OK,12.31,Fallado,12.41,OK,12.64,Fallado,13.6,OK,13.91,Siendo_Controlado_Emp3,14.33,Siendo_Controlado_Emp2,14.58,Siendo_Controlado_Emp1,16.09,En_Cola,16.1,En_Cola,16.29,En_Cola,17.66,En_Cola,18.1,En_Cola,18.64,En_Cola,19.4,En_Cola,19.63,En_Cola,20.13,En_Cola,20.59,En_Cola,20.65,En_Cola,20.97,En_Cola,23.31,En_Cola,24.16,En_Cola,24.69,En_Cola,26.37,En_Cola,26.76,En_Cola,27.05,En_Cola,28.27,En_Cola,29.03,En_Cola,29.75,En_Cola,29.86,En_Cola,30.88,En_Cola,31.36,En_Cola,32.79,En_Cola,32.85,En_Cola,32.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
